"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-23","China",81601,103,3276,9,"Local transmission",0
"2020-03-23","Republic of Korea",8961,64,111,7,"Local transmission",0
"2020-03-23","Australia",1396,315,7,0,"Local transmission",0
"2020-03-23","Malaysia",1306,123,10,7,"Local transmission",0
"2020-03-23","Japan",1089,43,41,5,"Local transmission",0
"2020-03-23","Singapore",455,23,2,0,"Local transmission",0
"2020-03-23","Philippines",380,73,25,6,"Local transmission",0
"2020-03-23","Viet Nam",113,19,0,0,"Local transmission",0
"2020-03-23","New Zealand",102,36,0,0,"Local transmission",0
"2020-03-23","Brunei Darussalam",88,5,0,0,"Local transmission",0
"2020-03-23","Cambodia",84,31,0,0,"Local transmission",0
"2020-03-23","Mongolia",10,0,0,0,"Imported cases only",1
"2020-03-23","Fiji",2,0,0,0,"Local transmission",1
"2020-03-23","Papua New Guinea",1,0,0,0,"Imported cases only",2
"2020-03-23","Guam",27,12,1,1,"Local transmission",0
"2020-03-23","French Polynesia",17,2,0,0,"Local transmission",0
"2020-03-23","New Caledonia",5,1,0,0,"Imported cases only",0
"2020-03-23","Italy",59138,5560,5476,649,"Local transmission",0
"2020-03-23","Spain",28572,3646,1720,394,"Local transmission",0
"2020-03-23","Germany",24774,3311,94,27,"Local transmission",0
"2020-03-23","France",15821,1525,674,112,"Local transmission",0
"2020-03-23","Switzerland",6971,894,60,4,"Local transmission",0
"2020-03-23","The United Kingdom",5687,669,281,48,"Local transmission",0
"2020-03-23","Netherlands",4204,573,179,43,"Local transmission",0
"2020-03-23","Austria",3631,607,16,8,"Local transmission",0
"2020-03-23","Belgium",3401,586,75,8,"Local transmission",0
"2020-03-23","Norway",2132,206,7,0,"Local transmission",0
"2020-03-23","Sweden",1906,160,21,1,"Local transmission",0
"2020-03-23","Portugal",1600,320,14,2,"Local transmission",0
"2020-03-23","Denmark",1395,69,13,0,"Local transmission",0
"2020-03-23","Turkey",1236,289,30,9,"Local transmission",0
"2020-03-23","Czechia",1165,170,1,1,"Local transmission",0
"2020-03-23","Israel",1071,188,1,0,"Local transmission",0
"2020-03-23","Ireland",906,121,4,1,"Local transmission",0
"2020-03-23","Luxembourg",798,128,8,0,"Local transmission",0
"2020-03-23","Poland",634,98,7,2,"Local transmission",0
"2020-03-23","Finland",626,105,1,0,"Local transmission",0
"2020-03-23","Greece",624,94,15,2,"Local transmission",0
"2020-03-23","Iceland",568,95,1,0,"Local transmission",0
"2020-03-23","Russian Federation",438,132,0,0,"Local transmission",0
"2020-03-23","Romania",433,66,2,2,"Local transmission",0
"2020-03-23","Slovenia",414,31,1,0,"Local transmission",0
"2020-03-23","Estonia",326,20,0,0,"Local transmission",0
"2020-03-23","Croatia",235,29,1,0,"Local transmission",0
"2020-03-23","Serbia",188,39,0,0,"Local transmission",0
"2020-03-23","Armenia",190,30,0,0,"Local transmission",0
"2020-03-23","Bulgaria",185,22,3,0,"Local transmission",0
"2020-03-23","Slovakia",185,7,0,0,"Local transmission",0
"2020-03-23","Hungary",167,36,7,3,"Local transmission",0
"2020-03-23","San Marino",151,0,20,0,"Local transmission",2
"2020-03-23","Lithuania",143,38,1,0,"Local transmission",0
"2020-03-23","Latvia",139,15,0,0,"Local transmission",0
"2020-03-23","Bosnia and Herzegovina",125,33,1,0,"Local transmission",0
"2020-03-23","North Macedonia",114,29,1,1,"Local transmission",0
"2020-03-23","Andorra",113,25,0,0,"Local transmission",0
"2020-03-23","Cyprus",95,11,0,0,"Local transmission",0
"2020-03-23","Republic of Moldova",94,14,1,0,"Local transmission",0
"2020-03-23","Malta",90,17,0,0,"Local transmission",0
"2020-03-23","Albania",89,13,2,0,"Local transmission",0
"2020-03-23","Belarus",76,0,0,0,"Local transmission",1
"2020-03-23","Azerbaijan",65,12,1,0,"Local transmission",0
"2020-03-23","Kazakhstan",60,4,0,0,"Imported cases only",0
"2020-03-23","Georgia",54,5,0,0,"Local transmission",0
"2020-03-23","Ukraine",47,0,3,0,"Local transmission",1
"2020-03-23","Liechtenstein",46,10,0,0,"Imported cases only",0
"2020-03-23","Uzbekistan",46,13,0,0,"Local transmission",0
"2020-03-23","Monaco",23,5,0,0,"Local transmission",0
"2020-03-23","Montenegro",21,7,0,0,"Imported cases only",0
"2020-03-23","Kyrgyzstan",14,0,0,0,"Imported cases only",1
"2020-03-23","Holy See",1,0,0,0,"Under investigation",16
"2020-03-23","Faroe Islands",115,23,0,0,"Local transmission",0
"2020-03-23","Kosovo",31,7,1,1,"Local transmission",0
"2020-03-23","Guernsey",17,16,0,0,"Imported cases only",0
"2020-03-23","Gibraltar",15,5,0,0,"Under investigation",0
"2020-03-23","Jersey",15,3,0,0,"Imported cases only",0
"2020-03-23","Greenland",2,0,0,0,"Under investigation",4
"2020-03-23","Isle of Man",2,0,0,0,"Imported cases only",1
"2020-03-23","Thailand",721,310,1,0,"Local transmission",0
"2020-03-23","Indonesia",514,64,48,10,"Local transmission",0
"2020-03-23","India",415,132,7,3,"Local transmission",0
"2020-03-23","Sri Lanka",82,10,0,0,"Local transmission",0
"2020-03-23","Bangladesh",27,3,2,0,"Local transmission",0
"2020-03-23","Maldives",13,0,0,0,"Local transmission",7
"2020-03-23","Bhutan",2,0,0,0,"Imported cases only",3
"2020-03-23","Nepal",1,0,0,0,"Imported cases only",59
"2020-03-23","Timor-Leste",1,0,0,0,"Imported cases only",2
"2020-03-23","Iran (Islamic Republic of)",21638,1028,1685,129,"Local transmission",0
"2020-03-23","Pakistan",784,289,5,2,"Local transmission",0
"2020-03-23","Saudi Arabia",511,119,0,0,"Local transmission",0
"2020-03-23","Qatar",494,24,0,0,"Local transmission",0
"2020-03-23","Bahrain",337,31,2,1,"Local transmission",0
"2020-03-23","Egypt",327,42,14,6,"Local transmission",0
"2020-03-23","Lebanon",248,42,4,0,"Local transmission",0
"2020-03-23","Iraq",233,19,20,3,"Local transmission",0
"2020-03-23","Kuwait",189,13,0,0,"Local transmission",0
"2020-03-23","United Arab Emirates",153,0,2,0,"Local transmission",1
"2020-03-23","Morocco",115,29,4,1,"Local transmission",0
"2020-03-23","Jordan",112,28,0,0,"Imported cases only",0
"2020-03-23","Tunisia",75,15,3,2,"Local transmission",0
"2020-03-23","Oman",55,3,0,0,"Local transmission",0
"2020-03-23","Afghanistan",40,16,1,1,"Imported cases only",0
"2020-03-23","Sudan",2,0,1,0,"Imported cases only",1
"2020-03-23","Djibouti",1,0,0,0,"Under investigation",5
"2020-03-23","Somalia",1,0,0,0,"Imported cases only",6
"2020-03-23","Syrian Arab Republic",1,1,0,0,"Imported cases only",0
"2020-03-23","occupied Palestinian territory",59,7,0,0,"Local transmission",0
"2020-03-23","United States of America",31573,16354,402,201,"Local transmission",0
"2020-03-23","Canada",1384,336,19,6,"Local transmission",0
"2020-03-23","Brazil",904,0,11,0,"Local transmission",1
"2020-03-23","Chile",632,198,1,0,"Local transmission",0
"2020-03-23","Ecuador",532,26,7,0,"Local transmission",0
"2020-03-23","Peru",318,0,2,0,"Local transmission",1
"2020-03-23","Mexico",251,87,2,1,"Local transmission",0
"2020-03-23","Panama",245,108,3,2,"Local transmission",0
"2020-03-23","Argentina",225,67,4,1,"Local transmission",0
"2020-03-23","Colombia",196,0,2,2,"Local transmission",1
"2020-03-23","Uruguay",135,41,0,0,"Imported cases only",0
"2020-03-23","Costa Rica",117,4,2,0,"Local transmission",0
"2020-03-23","Dominican Republic",72,0,2,0,"Local transmission",2
"2020-03-23","Venezuela (Bolivarian Republic of)",70,34,0,0,"Imported cases only",0
"2020-03-23","Trinidad and Tobago",50,41,0,0,"Imported cases only",0
"2020-03-23","Honduras",26,2,0,0,"Imported cases only",0
"2020-03-23","Bolivia (Plurinational State of)",24,5,0,0,"Local transmission",0
"2020-03-23","Paraguay",22,4,1,0,"Local transmission",0
"2020-03-23","Jamaica",19,3,1,0,"Local transmission",0
"2020-03-23","Guatemala",18,6,1,0,"Imported cases only",0
"2020-03-23","Cuba",16,0,1,0,"Imported cases only",2
"2020-03-23","Barbados",5,0,0,0,"Imported cases only",2
"2020-03-23","Guyana",5,0,1,0,"Local transmission",4
"2020-03-23","Bahamas",4,0,0,0,"Local transmission",2
"2020-03-23","Haiti",2,0,0,0,"Imported cases only",2
"2020-03-23","Nicaragua",2,0,0,0,"Imported cases only",1
"2020-03-23","Saint Lucia",2,0,0,0,"Imported cases only",7
"2020-03-23","Suriname",2,0,0,0,"Imported cases only",2
"2020-03-23","Antigua and Barbuda",1,0,0,0,"Imported cases only",9
"2020-03-23","El Salvador",1,0,0,0,"Imported cases only",3
"2020-03-23","Grenada",1,1,0,0,"Imported cases only",0
"2020-03-23","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",10
"2020-03-23","Guadeloupe",56,5,0,0,"Imported cases only",0
"2020-03-23","Martinique",32,0,0,0,"Imported cases only",3
"2020-03-23","Puerto Rico",23,2,1,0,"Imported cases only",0
"2020-03-23","French Guiana",18,3,0,0,"Local transmission",0
"2020-03-23","Aruba",8,3,0,0,"Imported cases only",0
"2020-03-23","United States Virgin Islands",6,0,0,0,"Imported cases only",1
"2020-03-23","Saint Martin",5,1,0,0,"Under investigation",0
"2020-03-23","Cayman Islands",3,0,1,0,"Imported cases only",3
"2020-03-23","Curaçao",3,0,1,0,"Imported cases only",6
"2020-03-23","Saint Barthélemy",3,0,0,0,"Under investigation",7
"2020-03-23","Bermuda",2,0,0,0,"Imported cases only",4
"2020-03-23","Montserrat",1,0,0,0,"Imported cases only",5
"2020-03-23","Sint Maarten",1,0,0,0,"Imported cases only",5
"2020-03-23","South Africa",274,34,0,0,"Local transmission",0
"2020-03-23","Algeria",201,107,17,2,"Local transmission",0
"2020-03-23","Burkina Faso",75,3,3,0,"Local transmission",0
"2020-03-23","Senegal",67,11,0,0,"Local transmission",0
"2020-03-23","Cameroon",40,13,0,0,"Local transmission",0
"2020-03-23","Democratic Republic of the Congo",30,7,2,1,"Local transmission",0
"2020-03-23","Côte d’Ivoire",25,16,0,0,"Imported cases only",0
"2020-03-23","Ghana",24,5,0,0,"Local transmission",0
"2020-03-23","Nigeria",22,0,0,0,"Imported cases only",1
"2020-03-23","Rwanda",17,0,0,0,"Local transmission",1
"2020-03-23","Togo",16,1,0,0,"Imported cases only",0
"2020-03-23","Kenya",15,8,0,0,"Local transmission",0
"2020-03-23","Madagascar",12,9,0,0,"Under investigation",0
"2020-03-23","Mauritius",12,0,0,0,"Imported cases only",2
"2020-03-23","United Republic of Tanzania",12,6,0,0,"Imported cases only",0
"2020-03-23","Ethiopia",11,2,0,0,"Imported cases only",0
"2020-03-23","Seychelles",7,0,0,0,"Imported cases only",1
"2020-03-23","Equatorial Guinea",6,0,0,0,"Imported cases only",1
"2020-03-23","Gabon",6,3,1,0,"Imported cases only",0
"2020-03-23","Central African Republic",4,1,0,0,"Imported cases only",0
"2020-03-23","Congo",4,0,0,0,"Imported cases only",1
"2020-03-23","Eswatini",4,3,0,0,"Imported cases only",0
"2020-03-23","Cabo Verde",3,0,0,0,"Imported cases only",1
"2020-03-23","Liberia",3,0,0,0,"Local transmission",1
"2020-03-23","Namibia",3,0,0,0,"Imported cases only",3
"2020-03-23","Zambia",3,1,0,0,"Imported cases only",0
"2020-03-23","Angola",2,0,0,0,"Imported cases only",1
"2020-03-23","Benin",2,0,0,0,"Imported cases only",3
"2020-03-23","Guinea",2,0,0,0,"Imported cases only",3
"2020-03-23","Mauritania",2,0,0,0,"Imported cases only",4
"2020-03-23","Zimbabwe",2,0,0,0,"Imported cases only",1
"2020-03-23","Chad",1,0,0,0,"Imported cases only",3
"2020-03-23","Eritrea",1,0,0,0,"Imported cases only",1
"2020-03-23","Gambia",1,0,0,0,"Imported cases only",5
"2020-03-23","Mozambique",1,1,0,0,"Imported cases only",0
"2020-03-23","Niger",1,0,0,0,"Imported cases only",3
"2020-03-23","Uganda",1,0,0,0,"Imported cases only",1
"2020-03-23","Réunion",64,17,0,0,"Under investigation",0
"2020-03-23","Mayotte",14,3,0,0,"Imported cases only",0
"2020-03-23","Diamond Princess",712,0,7,0,"Local transmission",7
